于光怡	24	82.0	106.0
于健光	23.5	70.4	93.9
于崖光	23.5	70.4	93.9
于敖光	23.5	70.4	93.9
于理光	20.5	91.3	111.8
于光莎	23	66.6	89.6
于早光	62	77.3	139.3
于光森	22.5	81.3	103.8
于光信	64	82.0	146.0
于光心	63	76.3	139.3
于溪光	62	79.4	141.4
于光江	62	81.3	143.3
于光辛	62	81.3	143.3
于光淇	62.5	81.3	143.8
于光新	63	66.6	129.6
于光林	24	72.3	96.3
于光楼	22	82.2	104.2
于宁光	22	79.4	101.4
于绩光	22	69.0	91.0
于湘光	61	74.6	135.6
于光力	22.5	81.4	103.9
于庆光	21	87.5	108.5
于高光	23	79.6	102.6
于程光	20.5	91.3	111.8
于光行	62	77.3	139.3
于丁光	20.5	91.4	111.9
于蓝光	23	82.8	105.8
于连光	22	79.4	101.4
于秦光	23	79.6	102.6
于光继	25	75.0	100.0
于光雄	62.5	81.3	143.8
于光嘉	23	75.7	98.7
于滋光	62	79.4	141.4
于光绅	65.5	70.1	135.6
于光笑	65	71.3	136.3
于至光	22	77.3	99.3
于光同	22	77.3	99.3
于光生	62	72.4	134.4
于光有	22	77.3	99.3
于厚光	62	87.6	149.6
于纶光	22	79.4	101.4
于光迅	25	71.3	96.3
于光升	63	76.3	139.3
